00000370,00000001,000ffffd,18
01000b28,00000001,000ffffe,4916966
01000b84,000004c5,0008004d,4917073
01000b40,00000001,000ffffe,4917320
01000ba4,00000001,000ffffe,4917737
01000ba0,00000001,000ffffe,4917946
01000b58,00000001,000ffffe,4918051
01000b40,00000001,000ffffe,4918104
01000b28,00000001,000ffffe,4918131
01000b28,00000001,000ffffe,4918145
01000b98,00000001,000ffffe,4918424
01000b98,00000001,000ffffe,4918564
01000b48,00000002,000ffffe,4918907
01000ba0,00000001,000ffffe,4919349
01000b78,00000002,000ffffe,4919572
01000ba0,00000001,000ffffe,4919954
01000b98,00000001,000ffffe,4920922
01000b84,000004c5,0008019f,4921366
01000b8c,00000001,000ffffe,4921382
01000b84,000004c5,00080253,4921702
01000b78,00000002,000ffffe,4921885
01000b58,00000001,000ffffe,4922375
01000ba4,00000001,000ffffe,4922621
01000ba0,00000001,000ffffe,4922984
01000b8c,00000001,000ffffe,4923166
01000b54,0000000e,000802c6,4923510
01000b40,00000001,000ffffe,4923663
01000b48,00000002,000ffffe,4923987
01000b98,00000001,000ffffe,4924148
01000b78,00000002,000ffffe,4924470
01000ba8,00000001,000ffffe,4924630
01000b98,00000001,000ffffe,4924711
01000b94,00000001,000ffffe,4924752
01000b48,00000002,000ffffe,4924774
01000ba8,00000001,000ffffe,4924784
01000b70,00000001,000ffffe,4924790
01000b28,00000001,000ffffe,4925065
01000ba4,00000001,000ffffe,4925203
01000b54,0000000e,000802ca,4925557
01000b54,0000000e,000802c5,4925728
01000b70,00000001,000ffffe,4925801
01000ba4,00000001,000ffffe,4926116
01000b48,00000002,000ffffe,4926275
01000b54,0000000e,000802c9,4926638
01000ba0,00000001,000ffffe,4926801
01000b28,00000001,000ffffe,4927129
01000b48,00000002,000ffffe,4927566
01000ba4,00000001,000ffffe,4928023
01000b78,00000002,000ffffe,4928525
01000b70,00000001,000ffffe,4928775
01000b70,00000001,000ffffe,4928901
01000b28,00000001,000ffffe,4929204
01000b94,00000001,000ffffe,4929356
01000b70,00000001,000ffffe,4930150
01000b54,0000000e,000802c5,4930626
01000ba0,00000001,000ffffe,4930845
01000b84,000004c5,0008012f,4930924
01000b54,0000000e,000802c8,4931214
01000b40,00000001,000ffffe,4931619
01000ba8,00000001,000ffffe,4932068
01000b28,00000001,000ffffe,4932293
01000b40,00000001,000ffffe,4932406
01000b48,00000002,000ffffe,4932464
01000b54,0000000e,000802c8,4932505
01000b58,00000001,000ffffe,4932507
01000ba4,00000001,000ffffe,4932515
01000b8c,00000001,000ffffe,4932791
01000b94,00000001,000ffffe,4933201
01000b98,00000001,000ffffe,4933678
01000ba0,00000001,000ffffe,4933917
01000b70,00000001,000ffffe,4934037
01000b8c,00000001,000ffffe,4934337
01000b78,00000002,000ffffe,4934728
01000ba0,00000001,000ffffe,4935194
01000b58,00000001,000ffffe,4935428
01000ba0,00000001,000ffffe,4935785
01000b8c,00000001,000ffffe,4935964
01000b28,00000001,000ffffe,4936054
01000b94,00000001,000ffffe,4936371
01000b28,00000001,000ffffe,4936530
01000ba0,00000001,000ffffe,4936922
01000b40,00000001,000ffffe,4937318
01000b94,00000001,000ffffe,4937788
01000b84,000004c5,0008004e,4937830
01000b94,00000001,000ffffe,4938295
01000ba0,00000001,000ffffe,4938549
01000b28,00000001,000ffffe,4938916
01000ba8,00000001,000ffffe,4939100
01000b94,00000001,000ffffe,4939432
01000ba8,00000001,000ffffe,4939870
01000ba8,00000001,000ffffe,4940559
01000b58,00000001,000ffffe,4940914
01000b28,00000001,000ffffe,4941092
01000b84,000004c5,0008006c,4941549
01000b40,00000001,000ffffe,4941586
01000b28,00000001,000ffffe,4941669
01000b28,00000001,000ffffe,4941711
01000b94,00000001,000ffffe,4941972
01000b28,00000001,000ffffe,4942103
01000b98,00000001,000ffffe,4942169
01000b78,00000002,000ffffe,4942628
01000b84,000004c5,000802b5,4942641
00000a50,00000001,000ffffe,4942704
000009f0,00000002,000ffffe,4942764
00000a84,00000027,00080047,4942781
00000a00,00000001,000ffffe,4943045
00000a00,00000001,000ffffe,4943458
00000a34,00000001,000ffffe,4943665
00000a2c,000000af,0008005e,4943943
00000ad0,00000001,000ffffe,4944061
00000a20,00000002,000ffffe,4944448
00000a3c,00000001,000ffffe,4944912
00000a48,00000001,000ffffe,4945145
00000a3c,00000001,000ffffe,4945262
00000a4c,00000001,000ffffe,4945321
000009d0,00000001,000ffffe,4945351
000009d0,00000001,000ffffe,4945638
000009c8,00000001,000ffffe,4945782
00000a4c,00000001,000ffffe,4946126
000009e8,00000001,000ffffe,4946570
00000a34,00000001,000ffffe,4947032
00000ab0,00000002,000ffffe,4947788
00000a2c,00000173,00080076,4947905
000009f0,00000002,000ffffe,4948154
00000ad0,00000001,000ffffe,4948576
000009d0,00000001,000ffffe,4949166
00000a2c,0000019d,000800aa,4949200
000009f0,00000002,000ffffe,4949596
00000a40,00000001,000ffffe,4949918
00000a40,00000001,000ffffe,4950212
00000a2c,000001b9,0008010c,4950250
00000a4c,00000001,000ffffe,4950599
000009fc,0000000e,000802cc,4950806
00000a34,00000001,000ffffe,4951162
00000a00,00000001,000ffffe,4951347
00000a50,00000001,000ffffe,4951440
00000a00,00000001,000ffffe,4951487
000009d0,00000001,000ffffe,4951511
00000a48,00000001,000ffffe,4951795
00000a18,00000001,000ffffe,4952209
000009e8,00000001,000ffffe,4952688
00000a40,00000001,000ffffe,4952928
00000a20,00000002,000ffffe,4953289
00000a50,00000001,000ffffe,4953708
00000a34,00000001,000ffffe,4954158
00000a34,00000001,000ffffe,4954655
00000a18,00000001,000ffffe,4954904
00000a88,00000001,000ffffe,4955029
00000a00,00000001,000ffffe,4955092
00000a34,00000001,000ffffe,4955124
000009f0,00000002,000ffffe,4955413
00000a18,00000001,000ffffe,4955828
000009f0,00000002,000ffffe,4956309
00000a40,00000001,000ffffe,4956820
00000a3c,00000001,000ffffe,4957316
000009d0,00000001,000ffffe,4957804
000009e8,00000001,000ffffe,4958288
00000a18,00000001,000ffffe,4959251
00000a2c,00000299,00080185,4959434
00000abc,00000008,000802cf,4959499
00000a40,00000001,000ffffe,4959613
000009e8,00000001,000ffffe,4959674
00000a00,00000001,000ffffe,4959705
00000a20,00000002,000ffffe,4959722
00000a20,00000002,000ffffe,4960002
00000a18,00000001,000ffffe,4960413
00000ab0,00000002,000ffffe,4960892
00000a00,00000001,000ffffe,4961658
00000a34,00000001,000ffffe,4962026
00000a2c,000002d1,00080149,4962122
00000a18,00000001,000ffffe,4962450
00000a3c,00000001,000ffffe,4962902
00000a40,00000001,000ffffe,4963400
000009f0,00000002,000ffffe,4963890
00000a3c,00000001,000ffffe,4964134
00000a20,00000002,000ffffe,4964258
00000a4c,00000001,000ffffe,4964319
000009fc,0000000e,000802cf,4964603
00000a20,00000002,000ffffe,4964727
00000a40,00000001,000ffffe,4965066
00000a48,00000001,000ffffe,4965508
00000a40,00000001,000ffffe,4965969
000009fc,0000000e,000802cf,4966213
000009d0,00000001,000ffffe,4966316
00000a00,00000001,000ffffe,4966614
000009e8,00000001,000ffffe,4967003
000009f0,00000002,000ffffe,4967586
00000a40,00000001,000ffffe,4967803
00000a18,00000001,000ffffe,4967840
00000a40,00000001,000ffffe,4967859
00000a20,00000002,000ffffe,4967870
00000a2c,00000341,00080087,4968030
00000a2c,00000341,000800bb,4968128
00000a40,00000001,000ffffe,4968146
00000a3c,00000001,000ffffe,4968285
00000a3c,00000001,000ffffe,4968355
00000a2c,00000341,000801a4,4968562
00000a34,00000001,000ffffe,4968662
000009e8,00000001,000ffffe,4968816
000009d0,00000001,000ffffe,4969165
00000a48,00000001,000ffffe,4969428
00000a4c,00000001,000ffffe,4969744
00000a00,00000001,000ffffe,4970142
00000a2c,0000035d,0008017e,4970200
00000a20,00000002,000ffffe,4970614
00000a00,00000001,000ffffe,4970849
00000a4c,00000001,000ffffe,4971207
00000a00,00000001,000ffffe,4971626
00000a00,00000001,000ffffe,4971836
000009fc,0000000e,000802d0,4972226
000009fc,0000000e,000802cd,4972415
000009d0,00000001,000ffffe,4972497
00000a20,00000002,000ffffe,4972546
00000a00,00000001,000ffffe,4972809
00000a3c,00000001,000ffffe,4973213
00000a18,00000001,000ffffe,4974196
00000a34,00000001,000ffffe,4974451
00000a40,00000001,000ffffe,4974579
00000a2c,000003a3,0008014a,4974617
00000a20,00000002,000ffffe,4974884
00000a50,00000001,000ffffe,4975275
00000a18,00000001,000ffffe,4975743
000009d0,00000001,000ffffe,4976249
000009fc,0000000e,000802cf,4976755
00000ad0,00000001,000ffffe,4976989
000009fc,0000000e,000802cd,4977126
00000a48,00000001,000ffffe,4977415
00000a40,00000001,000ffffe,4977806
000009fc,0000000e,000802cc,4978015
00000a3c,00000001,000ffffe,4978372
000009d0,00000001,000ffffe,4978797
00000a40,00000001,000ffffe,4979010
00000a18,00000001,000ffffe,4979117
000009fc,0000000e,000802cd,4979184
00000a00,00000001,000ffffe,4979438
00000a4c,00000001,000ffffe,4979572
000009e8,00000001,000ffffe,4979911
01000b84,00012f20,0008006a,4980077
00000a40,00000001,000ffffe,4980081
00000a50,00000001,000ffffe,4980406
00000a34,00000001,000ffffe,4980569
00000a20,00000002,000ffffe,4980652
00000a48,00000001,000ffffe,4980964
000009f0,00000002,000ffffe,4981201
000009d0,00000001,000ffffe,4981240
00000a34,00000001,000ffffe,4981500
00000a00,00000001,000ffffe,4981902
00000a2c,00000413,00080071,4982163
00000a34,00000001,000ffffe,4982375
000009d0,00000001,000ffffe,4982731
00000a00,00000001,000ffffe,4982791
00000a34,00000001,000ffffe,4983061
000009f0,00000002,000ffffe,4983469
00000a2c,00000421,00080161,4983668
00000a40,00000001,000ffffe,4983672
00000a20,00000002,000ffffe,4984047
00000a20,00000002,000ffffe,4984474
00000a40,00000001,000ffffe,4984687
00000a48,00000001,000ffffe,4985066
00000a18,00000001,000ffffe,4985256
00000a48,00000001,000ffffe,4985591
00000a48,00000001,000ffffe,4985759
00000a50,00000001,000ffffe,4986083
00000a20,00000002,000ffffe,4986518
000009e8,00000001,000ffffe,4986974
00000a20,00000002,000ffffe,4987204
00000a3c,00000001,000ffffe,4987318
00000a48,00000001,000ffffe,4987376
000009f0,00000002,000ffffe,4987781
000009d0,00000001,000ffffe,4987848
00000a4c,00000001,000ffffe,4988154
00000a50,00000001,000ffffe,4988547
00000a34,00000001,000ffffe,4988843
000009f0,00000002,000ffffe,4988894
000009e8,00000001,000ffffe,4989158
00000a34,00000001,000ffffe,4989291
00000a18,00000001,000ffffe,4989358
00000a48,00000001,000ffffe,4989392
000009f0,00000002,000ffffe,4989650
00000a4c,00000001,000ffffe,4989778
00000a4c,00000001,000ffffe,4989876
00000a2c,00000475,00080081,4989884
000009e8,00000001,000ffffe,4989893
00000a40,00000001,000ffffe,4989902
000009e8,00000001,000ffffe,4989907
00000a00,00000001,000ffffe,4989910
00000a20,00000002,000ffffe,4989913
00000a50,00000001,000ffffe,4990185
00000a40,00000001,000ffffe,4990322
00000a3c,00000001,000ffffe,4990391
000009f0,00000002,000ffffe,4990427
00000a20,00000002,000ffffe,4990445
00000a34,00000001,000ffffe,4990866
000009f0,00000002,000ffffe,4990938
00000a40,00000001,000ffffe,4990973
00000a2c,00000483,0008006a,4990997
000009f0,00000002,000ffffe,4991232
00000a48,00000001,000ffffe,4991632
000009f0,00000002,000ffffe,4991834
00000a2c,00000483,00080243,4991879
00000a18,00000001,000ffffe,4991934
000009d0,00000001,000ffffe,4991985
00000a4c,00000001,000ffffe,4992011
00000a40,00000001,000ffffe,4992296
00000a50,00000001,000ffffe,4992439
000009e8,00000001,000ffffe,4992511
000009e8,00000001,000ffffe,4992819
000009fc,0000000e,000802d1,4993226
000009fc,0000000e,000802ce,4993695
000009d0,00000001,000ffffe,4993917
00000a20,00000002,000ffffe,4994036
00000a48,00000001,000ffffe,4994334
000009d0,00000001,000ffffe,4994484
00000a48,00000001,000ffffe,4994831
000009fc,0000000e,000802ce,4995018
00000a34,00000001,000ffffe,4995332
00000a00,00000001,000ffffe,4995496
00000a48,00000001,000ffffe,4995818
00000a40,00000001,000ffffe,4996251
000009fc,0000000e,000802d0,4996481
000009d0,00000001,000ffffe,4996577
00000a50,00000001,000ffffe,4996632
00000a50,00000001,000ffffe,4996660
01000b58,00000001,000ffffe,4996946
01000ba8,00000001,000ffffe,4997361
01000ba0,00000001,000ffffe,4997569
01000b94,00000001,000ffffe,4997945
01000b28,00000001,000ffffe,4998373
01000b78,00000002,000ffffe,4998828
01000b40,00000001,000ffffe,4999326
01000b98,00000001,000ffffe,4999576
01000ba0,00000001,000ffffe,4999941
01000ba4,00000001,000ffffe,5000124
01000b78,00000002,000ffffe,5000217
01000b48,00000002,000ffffe,5000535
01000b78,00000002,000ffffe,5000934
01000b98,00000001,000ffffe,5001133
01000b58,00000001,000ffffe,5001505
01000ba4,00000001,000ffffe,5002384
01000b40,00000001,000ffffe,5002611
01000b54,0000000e,000802d0,5002738
01000b78,00000002,000ffffe,5003023
01000b84,000004d3,0008006b,5003165
01000ba4,00000001,000ffffe,5003171
01000b54,0000000e,000802cd,5003259
01000ba8,00000001,000ffffe,5003284
01000b78,00000002,000ffffe,5003544
01000b98,00000001,000ffffe,5003673
01000ba0,00000001,000ffffe,5004010
01000ba4,00000001,000ffffe,5004179
01000ba8,00000001,000ffffe,5004264
01000bb0,00000001,000ffffe,5004307
01000b70,00000001,000ffffe,5004329
01000b8c,00000001,000ffffe,5004612
01000b98,00000001,000ffffe,5004754
01000b8c,00000001,000ffffe,5005595
01000b94,00000001,000ffffe,5006030
01000b54,00000401,000802cf,5006121
01000b54,0000000e,000802cf,5006261
01000b84,000004d3,0008023c,5006503
01000b78,00000002,000ffffe,5006630
01000ba4,00000001,000ffffe,5006820
01000b98,00000001,000ffffe,5006916
01000b8c,00000001,000ffffe,5007236
01000b48,00000002,000ffffe,5007637
01000b94,00000001,000ffffe,5008108
01000ba8,00000001,000ffffe,5008616
01000b54,0000000e,000802d1,5009123
01000ba0,00000001,000ffffe,5009597
01000b54,0000000e,000802cf,5009854
01000b40,00000001,000ffffe,5010203
01000ba8,00000001,000ffffe,5010624
01000b28,00000001,000ffffe,5010835
01000b8c,00000001,000ffffe,5010941
01000b28,00000001,000ffffe,5011381
01000b58,00000001,000ffffe,5011455
01000b48,00000002,000ffffe,5011765
01000b54,0000000e,000802cd,5011932
01000ba0,00000001,000ffffe,5011997
01000b28,00000001,000ffffe,5012308
01000b48,00000002,000ffffe,5012465
01000b84,000004d3,000801cc,5012468
01000b48,00000002,000ffffe,5012815
01000ba4,00000001,000ffffe,5013261
01000ba4,00000001,000ffffe,5013485
01000b58,00000001,000ffffe,5013869
01000ba8,00000001,000ffffe,5014301
01000b54,0000000e,000802d1,5015270
01000b28,00000001,000ffffe,5015747
01000b84,000004d3,0008016a,5015991
01000b94,00000001,000ffffe,5016232
01000b28,00000001,000ffffe,5016475
01000b98,00000001,000ffffe,5016597
01000b28,00000001,000ffffe,5016898
01000ba0,00000001,000ffffe,5017049
01000b54,0000000e,000802ce,5017138
01000b70,00000001,000ffffe,5017435
01000b8c,00000001,000ffffe,5017830
01000b28,00000001,000ffffe,5018399
01000b58,00000001,000ffffe,5018585
01000b84,00012a94,0008025b,5018909
01000b40,00000001,000ffffe,5018918
01000b28,00000001,000ffffe,5019085
01000ba0,00000001,000ffffe,5019169
01000b84,000004d3,00080082,5019262
01000b54,0000000e,000802ce,5019496
01000b8c,00000001,000ffffe,5019880
01000ba0,00000001,000ffffe,5020079
01000ba8,00000001,000ffffe,5020179
01000b78,00000002,000ffffe,5020470
01000ba8,00000001,000ffffe,5020854
01000b98,00000001,000ffffe,5021047
01000b94,00000001,000ffffe,5021144
01000b48,00000002,000ffffe,5021194
01000ba8,00000001,000ffffe,5021218
01000ba4,00000001,000ffffe,5021231
01000b70,00000001,000ffffe,5021238
01000b94,00000001,000ffffe,5021242
01000b54,0000000e,000802d1,5021529
01000b54,0000000e,000802cd,5021938
01000ba4,00000001,000ffffe,5022130
01000b54,0000000e,000802cf,5022246
01000ba8,00000001,000ffffe,5022285
01000ba8,00000001,000ffffe,5022551
01000b94,00000001,000ffffe,5022956
01000b48,00000002,000ffffe,5023160
01000b78,00000002,000ffffe,5023262
01000b54,0000000e,000802cf,5023565
01000b94,00000001,000ffffe,5023698
01000b58,00000001,000ffffe,5024043
01000b78,00000002,000ffffe,5024217
01000b94,00000001,000ffffe,5024303
01000ba0,00000001,000ffffe,5024347
01000b58,00000001,000ffffe,5025012
01000b98,00000001,000ffffe,5025214
01000b48,00000002,000ffffe,5025588
01000b84,000004d3,0008015c,5025843
01000b28,00000001,000ffffe,5026187
01000b78,00000002,000ffffe,5026348
01000b70,00000001,000ffffe,5026699
01000b54,00000401,000802ce,5026892
01000b84,000004d3,00080136,5027008
01000b70,00000001,000ffffe,5027147
01000b58,00000001,000ffffe,5028115
01000b78,00000002,000ffffe,5028608
01000b84,000004d3,00080279,5028845
01000ba8,00000001,000ffffe,5029093
01000b78,00000002,000ffffe,5029577
01000b98,00000001,000ffffe,5029818
01000b98,00000001,000ffffe,5030451
01000b28,00000001,000ffffe,5030497
01000ba0,00000001,000ffffe,5030760
01000b54,0000000e,000802cf,5030905
01000b70,00000001,000ffffe,5031230
01000b84,000004d3,000802ae,5031413
01000b54,00000456,000802cc,5031469
01000b94,00000001,000ffffe,5031671
01000b78,00000002,000ffffe,5031893
01000b70,00000001,000ffffe,5032003
01000b70,00000001,000ffffe,5032059
01000b58,00000001,000ffffe,5032733
01000b54,0000000e,000802ce,5033221
01000b54,0000000e,000802cf,5033459
01000b84,000004d3,00080201,5033561
01000ba4,00000001,000ffffe,5033805
01000b40,00000001,000ffffe,5034315
01000b58,00000001,000ffffe,5034752
01000ba8,00000001,000ffffe,5034971
01000ba0,00000001,000ffffe,5035081
01000b84,000004d3,0008004e,5035219
01000b94,00000001,000ffffe,5035376
01000ba8,00000001,000ffffe,5035870
01000b98,00000001,000ffffe,5036315
01000b78,00000002,000ffffe,5036539
01000b54,00000401,000802cd,5036548
01000b78,00000002,000ffffe,5036651
01000b8c,00000001,000ffffe,5036946
01000b58,00000001,000ffffe,5037334
000009e8,00000001,000ffffe,5037800
00000a3c,00000001,000ffffe,5038305
00000a40,00000001,000ffffe,5038558
00000a00,00000001,000ffffe,5038685
00000a4c,00000001,000ffffe,5038749
00000a48,00000001,000ffffe,5039021
00000a50,00000001,000ffffe,5039429
00000a50,00000001,000ffffe,5039905
00000a18,00000001,000ffffe,5040415
00000a40,00000001,000ffffe,5040910
00000a50,00000001,000ffffe,5041158
00000a20,00000002,000ffffe,5041523
000009e8,00000001,000ffffe,5041944
00000acc,00000001,000ffffe,5042395
00000a20,00000002,000ffffe,5042622
000009f0,00000002,000ffffe,5042975
00000acc,00000001,000ffffe,5043151
00000a3c,00000001,000ffffe,5043240
00000a4c,00000001,000ffffe,5043285
00000a18,00000001,000ffffe,5043320
00000a40,00000001,000ffffe,5043598
00000a2c,0000018f,0008008c,5043706
00000a34,00000001,000ffffe,5044009
00000a00,00000001,000ffffe,5044215
00000a34,00000001,000ffffe,5044590
000009d0,00000001,000ffffe,5044778
00000a18,00000001,000ffffe,5045112
000009fc,0000000e,000802d5,5045564
00000a20,00000002,000ffffe,5045772
00000a40,00000001,000ffffe,5046153
000009d0,00000001,000ffffe,5046584
00000a50,00000001,000ffffe,5046800
000009e8,00000001,000ffffe,5047180
00000a00,00000001,000ffffe,5047610
00000a00,00000001,000ffffe,5048065
00000a34,00000001,000ffffe,5048293
00000a18,00000001,000ffffe,5048647
00000a3c,00000001,000ffffe,5049064
00000a34,00000001,000ffffe,5049273
000009e8,00000001,000ffffe,5049378
00000ad0,00000001,000ffffe,5049431
00000a00,00000001,000ffffe,5049458
00000a00,00000001,000ffffe,5049472
000009fc,0000000e,000802d5,5049764
000009fc,0000000e,000802d6,5049904
000009f0,00000002,000ffffe,5050234
00000a00,00000001,000ffffe,5050676
000009f0,00000002,000ffffe,5050899
000009d0,00000001,000ffffe,5051281
00000a40,00000001,000ffffe,5051473
00000a40,00000001,000ffffe,5051809
00000a3c,00000001,000ffffe,5052249
000009d0,00000001,000ffffe,5052709
00000a18,00000001,000ffffe,5053211
00000a20,00000002,000ffffe,5053703
00000a20,00000002,000ffffe,5054312
00000a50,00000001,000ffffe,5054493
00000a34,00000001,000ffffe,5054824
00000a20,00000002,000ffffe,5054991
000009d0,00000001,000ffffe,5055313
00000a34,00000001,000ffffe,5055475
00000a00,00000001,000ffffe,5056038
000009fc,0000000e,000802d4,5056092
00000a40,00000001,000ffffe,5056100
00000a50,00000001,000ffffe,5056117
00000a34,00000001,000ffffe,5056392
00000a2c,000002c3,0008018d,5056502
00000a20,00000002,000ffffe,5056531
00000a2c,000002d1,00080068,5056677
00000a2c,000002d1,000800bb,5056831
00000a00,00000001,000ffffe,5056871
00000a3c,00000001,000ffffe,5057128
00000a3c,00000001,000ffffe,5057443
00000a50,00000001,000ffffe,5057601
00000a2c,000002df,0008012b,5057776
000009d0,00000001,000ffffe,5057952
000009e8,00000001,000ffffe,5058128
000009f0,00000002,000ffffe,5058893
00000a2c,000002fb,00080106,5059218
00000a4c,00000001,000ffffe,5059350
000009f0,00000002,000ffffe,5059852
000009e8,00000001,000ffffe,5060102
000009e8,00000001,000ffffe,5060228
000009fc,0000000e,000802d4,5060544
000009e8,00000001,000ffffe,5060683
00000a50,00000001,000ffffe,5061031
00000a00,00000001,000ffffe,5061477
00000a18,00000001,000ffffe,5061940
00000a20,00000002,000ffffe,5062173
00000a4c,00000001,000ffffe,5062528
000009fc,0000000e,000802d4,5062959
00000a00,00000001,000ffffe,5063395
00000a18,00000001,000ffffe,5063620
00000a50,00000001,000ffffe,5063733
000009d0,00000001,000ffffe,5063790
000009e8,00000001,000ffffe,5063819
000009f0,00000002,000ffffe,5063835
00000a40,00000001,000ffffe,5063842
00000a20,00000002,000ffffe,5064119
00000a40,00000001,000ffffe,5064528
00000a00,00000001,000ffffe,5065005
00000a18,00000001,000ffffe,5065244
00000a50,00000001,000ffffe,5065364
00000a4c,00000001,000ffffe,5065664
00000a40,00000001,000ffffe,5066054
00000a34,00000001,000ffffe,5066521
00000a00,00000001,000ffffe,5066755
00000a48,00000001,000ffffe,5067112
000009e8,00000001,000ffffe,5067291
00000a2c,00013786,0008008f,5067394
000009f0,00000002,000ffffe,5067699
000009fc,0000000e,000802d7,5067950
000009d0,00000001,000ffffe,5068249
00000a2c,00000395,00080087,5068297
00000a00,00000001,000ffffe,5068645
00000a2c,00000395,00080186,5068773
00000a18,00000001,000ffffe,5069115
00000a34,00000001,000ffffe,5069622
00000a40,00000001,000ffffe,5069876
00000a20,00000002,000ffffe,5070244
00000a34,00000001,000ffffe,5070427
00000a00,00000001,000ffffe,5070759
000009e8,00000001,000ffffe,5071197
00000a4c,00000001,000ffffe,5071656
00000a00,00000001,000ffffe,5071886
000009f0,00000002,000ffffe,5072242
00000a4c,00000001,000ffffe,5072419
00000a18,00000001,000ffffe,5072748
000009f0,00000002,000ffffe,5072914
00000a34,00000001,000ffffe,5072996
00000a34,00000001,000ffffe,5073038
000009fc,0000000e,000802d5,5073312
00000a34,00000001,000ffffe,5073430
00000a00,00000001,000ffffe,5073496
000009e8,00000001,000ffffe,5073801
000009ac,00000001,000ffffe,5073954
000009d0,00000001,000ffffe,5074031
00000a48,00000001,000ffffe,5074070
000009fc,0000000e,000802d4,5074103
00000a18,00000001,000ffffe,5074372
00000a4c,00000001,000ffffe,5074785
000009f0,00000002,000ffffe,5074993
00000a34,00000001,000ffffe,5075096
00000a20,00000002,000ffffe,5075389
000009d0,00000001,000ffffe,5075774
00000a40,00000001,000ffffe,5076239
00000a18,00000001,000ffffe,5076472
00000a40,00000001,000ffffe,5076589
00000a50,00000001,000ffffe,5076648
000009e8,00000001,000ffffe,5076678
00000a34,00000001,000ffffe,5076965
00000a18,00000001,000ffffe,5077109
00000a50,00000001,000ffffe,5077453
00000a3c,00000001,000ffffe,5077897
000009f0,00000002,000ffffe,5078360
000009e8,00000001,000ffffe,5078862
000009e8,00000001,000ffffe,5079114
00000a40,00000001,000ffffe,5079480
00000a50,00000001,000ffffe,5079903
000009e8,00000001,000ffffe,5080115
00000a34,00000001,000ffffe,5080493
00000a34,00000001,000ffffe,5081137
00000a00,00000001,000ffffe,5081245
00000a48,00000001,000ffffe,5081539
000009fc,00000379,000802d6,5081810
00000a20,00000002,000ffffe,5081927
00000a00,00000001,000ffffe,5082120
000009f0,00000002,000ffffe,5082490
00000a18,00000001,000ffffe,5082674
000009d0,00000001,000ffffe,5082767
00000a18,00000001,000ffffe,5082814
000009e8,00000001,000ffffe,5082838
00000a18,00000001,000ffffe,5083122
00000a50,00000001,000ffffe,5083536
00000a3c,00000001,000ffffe,5084015
00000a48,00000001,000ffffe,5084255
000009d0,00000001,000ffffe,5085035
000009f0,00000002,000ffffe,5085486
00000a2c,00000475,00080261,5085755
000009f0,00000002,000ffffe,5085983
00000a50,00000001,000ffffe,5086231
00000a4c,00000001,000ffffe,5086356
00000a18,00000001,000ffffe,5086419
00000a3c,00000001,000ffffe,5086451
000009fc,0000000e,000802d7,5086752
00000a20,00000002,000ffffe,5087156
00000a40,00000001,000ffffe,5087635
00000a00,00000001,000ffffe,5088147
000009fc,0000000e,000802d5,5088656
000009e8,00000001,000ffffe,5089131
000009f0,00000002,000ffffe,5089616
00000a34,00000001,000ffffe,5090097
00000a50,00000001,000ffffe,5090578
00000a3c,00000001,000ffffe,5090819
00000a00,00000001,000ffffe,5090940
00000a3c,00000001,000ffffe,5091001
00000a4c,00000001,000ffffe,5091032
000009d0,00000001,000ffffe,5091048
000009d0,00000001,000ffffe,5091328
00000a20,00000002,000ffffe,5091741
000009e8,00000001,000ffffe,5092218
00000a34,00000001,000ffffe,5092729
00000a4c,00000001,000ffffe,5092985
01000b40,00000001,000ffffe,5093353
01000b70,00000001,000ffffe,5093777
01000b94,00000001,000ffffe,5094229
01000b28,00000001,000ffffe,5094727
01000ba8,00000001,000ffffe,5095216
01000b78,00000002,000ffffe,5095462
01000b54,0000000e,000802d9,5095597
01000b78,00000002,000ffffe,5095647
01000ba0,00000001,000ffffe,5095917
01000ba0,00000001,000ffffe,5096393
01000b70,00000001,000ffffe,5096835
01000b40,00000001,000ffffe,5097296
01000b84,000004e1,00080126,5097301
01000b8c,00000001,000ffffe,5097527
01000ba4,00000001,000ffffe,5097643
01000b48,00000002,000ffffe,5097942
01000b98,00000001,000ffffe,5098330
01000b94,00000001,000ffffe,5098525
01000b94,00000001,000ffffe,5098623
01000b58,00000001,000ffffe,5098912
01000b94,00000001,000ffffe,5099057
01000ba4,00000001,000ffffe,5099130
01000ba4,00000001,000ffffe,5099186
01000b8c,00000001,000ffffe,5099196
01000b48,00000002,000ffffe,5099474
01000b40,00000001,000ffffe,5099612
01000b40,00000001,000ffffe,5099682
01000b28,00000001,000ffffe,5099989
01000b28,00000001,000ffffe,5100143
01000b84,000004e1,00080270,5100415
01000ba8,00000001,000ffffe,5100492
01000b54,0000000e,000802d4,5100680
01000b40,00000001,000ffffe,5101071
01000ba8,00000001,000ffffe,5101940
01000b84,000004e1,00080089,5102003
01000ba0,00000001,000ffffe,5102176
01000b70,00000001,000ffffe,5102534
01000b84,000004e1,00080207,5102717
01000b58,00000001,000ffffe,5102953
01000b40,00000001,000ffffe,5103163
01000b28,00000001,000ffffe,5103540
01000b58,00000001,000ffffe,5103824
01000b98,00000001,000ffffe,5103872
01000b8c,00000001,000ffffe,5104136
01000b54,0000000e,000802d4,5104553
01000b84,000004e1,00080188,5104977
01000b40,00000001,000ffffe,5105014
01000b78,00000002,000ffffe,5105524
01000b78,00000002,000ffffe,5105779
01000b8c,00000001,000ffffe,5105906
